algorithm,parameters,requested_k,n_records,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ari,nmi,ami,fowlkes_mallows,homogeneity,completeness,v_measure,purity,base_id,dimension,seed,covariance
KMeans,"base_id=69,k=8,dimension=10,seed=46.0,covariance=None",8,2500,8,0.05149345047616131,2.479802354675435,94.97350631487207,0.000792140571668815,0.006709440432700785,0.005408551836884557,0.4907716250906641,0.36532766032311315,0.0033858113463300825,0.006709440432700785,0.9984,69,10,46.0,
KMeans,"base_id=70,k=2,dimension=15,seed=42.0,covariance=None",2,2500,2,0.8251960834824579,1.3577048069349815,135.3575489930429,0.5433661191421807,0.4000525002600245,0.3992004771789046,0.9979944725616796,0.43398436827397285,0.3710419048056697,0.40005250026002454,0.998,70,15,42.0,
KMeans,"base_id=71,k=2,dimension=15,seed=43.0,covariance=None",2,2500,2,0.8264262802538963,0.35393394286155666,153.01838364327142,0.4984469116037456,0.3709361204065082,0.3702454332044394,0.998397116931514,0.30463533358162126,0.4741245040436679,0.3709361204065082,0.9984,71,15,43.0,
KMeans,"base_id=72,k=2,dimension=15,seed=44.0,covariance=None",2,2500,2,0.8264262802538963,0.35393394286155666,153.01838364327142,0.4984469116037456,0.3709361204065082,0.3702454332044394,0.998397116931514,0.30463533358162126,0.4741245040436679,0.3709361204065082,0.9984,72,15,44.0,
KMeans,"base_id=73,k=2,dimension=15,seed=45.0,covariance=None",2,2500,2,0.14443799213140954,2.1645630969622527,108.85622676315015,-0.0035780708977594614,0.001127979745995542,-0.00023281527306559275,0.9231286694143453,0.011269641806031834,0.0005937017092160343,0.0011279797459955421,0.998,73,15,45.0,
KMeans,"base_id=74,k=2,dimension=15,seed=46.0,covariance=None",2,2500,2,0.8264262802538963,0.35393394286155666,153.01838364327142,0.4984469116037456,0.3709361204065082,0.3702454332044394,0.998397116931514,0.30463533358162126,0.4741245040436679,0.3709361204065082,0.9984,74,15,46.0,
KMeans,"base_id=75,k=3,dimension=15,seed=42.0,covariance=None",3,2500,3,0.04307443474470786,3.0674233730061187,127.25439607570245,0.00275269331939247,0.014367273402834503,0.013682581880101298,0.7105697884450298,0.3530399621969335,0.0073328450068718765,0.014367273402834505,0.9984,75,15,42.0,
KMeans,"base_id=76,k=3,dimension=15,seed=43.0,covariance=None",3,2500,3,0.054418749056795473,3.561294675728161,102.06130253865527,0.0013051529579975508,0.0031669437641903757,0.002223618271035691,0.6614922154593387,0.10098742893103503,0.0016086960610496696,0.003166943764190376,0.998,76,15,43.0,
KMeans,"base_id=77,k=3,dimension=15,seed=44.0,covariance=None",3,2500,3,0.05842017982808603,3.0772391823956844,128.61551792066712,0.003150032043308866,0.012504782463528803,0.011816068905341542,0.7121905759655474,0.30634751116612335,0.006382657915619825,0.012504782463528805,0.9984,77,15,44.0,
KMeans,"base_id=78,k=3,dimension=15,seed=45.0,covariance=None",3,2500,3,0.14915417571789197,1.5523129012008603,137.9509460718563,0.016136332343786162,0.030207241001797544,0.028841873479895478,0.9235227891017412,0.31140276283799034,0.015873515919548498,0.030207241001797544,0.9984,78,15,45.0,
